category,ID,term,value,genes,logFC,adj_pval,zscore
MF,GO:0006793,phosphorus metabolic process,126,STK10,-1.672758107,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,BMPR2,0.659034738,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,MAP4K2,0.470737143,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,CHEK2,-1.709742547,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,EPHB4,-0.802291718,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,EPHB1,-0.939889352,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,DUSP18,0.54731941,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,PTK2,-0.652790383,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,PTPLA,-0.663363542,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,ZAP70,0.969143531,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,TEC,0.849222178,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,GPD2,1.856791841,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,PTPN9,-0.489959478,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,MAP2K1,-0.462879817,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,TAOK3,-0.661818986,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,TGFBR2,0.998477288,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,BMX,1.389250443,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,PTPN12,-0.36398776,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,RPS6KL1,-0.531561067,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,EPHA7,0.431430973,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,ATP6V0E2,0.47838481,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,ULK1,0.410886127,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,TGFBR3,1.21053663,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,GRK4,0.596299646,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,TNK1,-0.280158047,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,GRK5,-0.710061403,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,ABL2,0.532475325,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,MYLK,-0.437339463,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,SRMS,0.34487422,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,CDK19,0.448197987,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,ATP5E,0.312533377,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,ACVRL1,0.509690293,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,CDC14A,1.514134407,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,CDC14B,0.651782833,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,PRDX2,0.494541805,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,FES,-0.355315523,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,D8ERTD82E,-1.26497859,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,SLK,-0.290273984,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,PAK4,0.648304621,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,CDK12,-0.674758844,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,PAK1,1.396210657,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,ATP5H,0.454014144,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,FGF2,-0.585969297,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,TRPM6,1.648325731,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,SGK1,-1.47705049,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,ADAM10,0.437040344,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,LYN,-0.728398005,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,LIMK1,0.497049015,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,PIK3C2B,-2.46837932,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,DAPK2,-0.756313323,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,PRKCB,2.0486665,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,DAPK1,1.637175387,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,PRKD1,-1.505200363,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,PRKD2,-0.787741027,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,ATP6V1A,0.65044849,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,ACVR2A,-0.689146653,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,CCND1,-1.645147307,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,MAST2,0.335594489,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,PPM1J,-0.815498677,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,HIPK3,0.420905124,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,CD81,-0.52313523,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,ERN1,0.733184663,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,PPM1L,0.660046413,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,NRK,-0.636474618,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,MAP3K12,-0.535127166,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,FRK,-0.675877093,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,NDUFB8,0.431336721,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,CAMK2G,-0.816875295,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,KIT,-1.79462081,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,ATP5G3,0.334951082,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,IGF1R,2.452772717,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,GNPTAB,0.473556673,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,BCL2,-0.819237793,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,CAMK2D,-0.46177705,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,PRKAA2,-0.450660227,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,MTMR6,0.663626043,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,PPAP2A,-1.117278423,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,INPP5A,-0.895396878,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,PTPRD,1.15419864,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,NCEH1,1.02713695,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,PTPRE,-1.33762153,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,PTPRA,-0.458312353,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,TRIM28,-0.24017683,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,NDUFA7,1.182820295,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,NPR1,-0.893131727,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,NPR2,-2.076959626,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,TRIM24,-0.426012033,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,ICK,0.470280317,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,MAPK12,-0.339340207,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,PTP4A3,-0.642464955,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,RPS6KA1,0.572898548,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,FYN,-1.658977507,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,RPS6KA2,-1.676420843,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,GSK3B,0.46311696,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,ATP6V0A1,0.984753306,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,JAK1,-0.87793572,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,IGFBP3,-1.53877307,0.001270203,-0.356348323
MF,GO:0006793,phosphorus metabolic process,126,F2R,-2.126826937,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,STK33,0.353727652,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,STK38,0.721742953,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,TGFB3,-1.654311963,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,TIRAP,1.189154773,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,PRKG1,1.11166953,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,TTN,-0.663359973,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,C230081A13RIK,-0.86630536,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,TGFB2,2.303174833,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,CTTNBP2,0.465025583,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,PRKAR2B,2.38904381,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,MAP3K5,-2.582338303,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,MDFIC,-1.121736197,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,MAP3K8,1.164063295,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,IFNG,0.23384619,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,ILK,-0.647659317,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,GAB1,0.879589395,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,MLKL,-1.511955753,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,INSR,1.6754155,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,PTPRJ,2.070382665,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,PTPRK,-0.518842696,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,RET,1.195297373,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,MAP4K3,-0.501535413,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,MAP4K4,-0.554699907,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,PLCE1,-0.583871842,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,PDGFRA,-0.536206566,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,MAPK9,0.685550677,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,WNT5A,1.267849923,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,FGFR3,-0.441929813,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,STK10,-1.672758107,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,BMPR2,0.659034738,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,MAP4K2,0.470737143,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,CHEK2,-1.709742547,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,EPHB4,-0.802291718,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,EPHB1,-0.939889352,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,DUSP18,0.54731941,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,PTK2,-0.652790383,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,PTPLA,-0.663363542,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,ZAP70,0.969143531,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,TEC,0.849222178,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,GPD2,1.856791841,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,PTPN9,-0.489959478,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,MAP2K1,-0.462879817,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,TAOK3,-0.661818986,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,TGFBR2,0.998477288,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,BMX,1.389250443,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,PTPN12,-0.36398776,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,RPS6KL1,-0.531561067,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,EPHA7,0.431430973,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,ATP6V0E2,0.47838481,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,ULK1,0.410886127,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,TGFBR3,1.21053663,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,GRK4,0.596299646,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,TNK1,-0.280158047,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,GRK5,-0.710061403,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,ABL2,0.532475325,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,MYLK,-0.437339463,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,SRMS,0.34487422,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,CDK19,0.448197987,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,ATP6V0A1,0.984753306,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,JAK1,-0.87793572,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,IGFBP3,-1.53877307,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,F2R,-2.126826937,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,ATP5E,0.312533377,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,ACVRL1,0.509690293,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,CDC14A,1.514134407,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,CDC14B,0.651782833,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,PRDX2,0.494541805,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,FES,-0.355315523,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,D8ERTD82E,-1.26497859,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,SLK,-0.290273984,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,PAK4,0.648304621,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,CDK12,-0.674758844,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,PAK1,1.396210657,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,ATP5H,0.454014144,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,FGF2,-0.585969297,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,TRPM6,1.648325731,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,SGK1,-1.47705049,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,ADAM10,0.437040344,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,LYN,-0.728398005,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,LIMK1,0.497049015,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,PIK3C2B,-2.46837932,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,DAPK2,-0.756313323,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,PRKCB,2.0486665,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,DAPK1,1.637175387,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,PRKD1,-1.505200363,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,PRKD2,-0.787741027,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,ATP6V1A,0.65044849,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,ACVR2A,-0.689146653,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,CCND1,-1.645147307,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,MAST2,0.335594489,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,PPM1J,-0.815498677,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,HIPK3,0.420905124,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,CD81,-0.52313523,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,ERN1,0.733184663,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,PPM1L,0.660046413,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,NRK,-0.636474618,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,MAP3K12,-0.535127166,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,FRK,-0.675877093,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,NDUFB8,0.431336721,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,CAMK2G,-0.816875295,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,KIT,-1.79462081,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,ATP5G3,0.334951082,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,IGF1R,2.452772717,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,GNPTAB,0.473556673,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,BCL2,-0.819237793,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,CAMK2D,-0.46177705,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,PRKAA2,-0.450660227,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,MTMR6,0.663626043,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,PPAP2A,-1.117278423,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,INPP5A,-0.895396878,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,PTPRD,1.15419864,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,NCEH1,1.02713695,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,PTPRE,-1.33762153,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,PTPRA,-0.458312353,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,TRIM28,-0.24017683,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,NDUFA7,1.182820295,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,NPR1,-0.893131727,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,NPR2,-2.076959626,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,TRIM24,-0.426012033,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,ICK,0.470280317,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,MAPK12,-0.339340207,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,PTP4A3,-0.642464955,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,RPS6KA1,0.572898548,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,FYN,-1.658977507,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,RPS6KA2,-1.676420843,0.001270203,-0.356348323
MF,GO:0006796,phosphate metabolic process,126,GSK3B,0.46311696,0.001270203,-0.356348323
MF,GO:0005886,plasma membrane,368,LYPD1,0.697718303,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,CDIPT,-0.70319812,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,GPR126,1.469336317,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,SGMS2,3.3169163,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,CADM1,1.82159554,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,GPR124,1.22781497,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,EFNA3,0.988543659,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,ADCY6,-0.755749068,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,UTRN,0.651558243,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,AQP7,-4.97411034,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,AMOTL1,-0.7736098,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,ITSN1,0.458904114,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,VPS33B,0.4778649,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,AQP1,-5.2258497,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,AMOTL2,-0.80984815,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,MAGED1,0.930453617,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,CTTNBP2,0.465025583,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,ARL3,0.48744933,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,STOM,0.659323053,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,ATP6V1A,0.65044849,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,NRM,-0.529485781,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,STXBP5,-0.629691451,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,DEF6,0.586737778,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,CD81,-0.52313523,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,H2-KE6,0.584725377,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,CTSB,-0.494640989,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,GPR17,-1.333893312,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,PRNP,1.04108683,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,JAM3,-1.350891607,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,EPN1,-0.321849506,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,CPM,-0.81867742,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,TNFRSF23,-0.73475678,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,TNF,-0.524113811,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,PRND,-2.643315153,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,CD109,-1.054750427,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,CTNND1,-0.434554102,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,CDH2,1.283265268,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,CYTH3,0.779927243,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,ESYT2,1.50585968,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,GPRC5B,-1.016294317,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,CD24A,0.840220153,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,CDH5,-0.51477973,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,IGF1R,2.452772717,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,APLNR,-2.76925178,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,CD9,-0.765346517,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,KLRA9,-3.571493922,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,RASGRP4,0.434251834,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,HRH2,-0.358613327,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,MARVELD2,1.257379363,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,SYN2,-0.565854239,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,CAMK2D,-0.46177705,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,TNFRSF19,1.894523458,0.000318,0.104257207
MF,GO:0005886,plasma membrane,368,EHD1,-1.272035273,0.000318,0.104257207
